id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon],uncertainty [nm]
10199,1299,3205.019978,6618.702281,109.254499,286.2932751,13.22494399,3.027206422,10.3188064
10200,1299,4661.874827,2531.321273,155.6383756,191.8725901,11.42393381,2.898208498,19.87570868
10202,1299,7364.576191,8378.387497,122.7603636,94.00668047,10.99976974,1.94459271,20.94556023
10204,1300,2053.970943,7426.68069,124.3678898,208.0925351,13.53722795,3.377877114,14.85929392
10205,1300,2479.848185,9362.859627,182.5595465,353.9191159,16.65907825,6.98816438,24.88993179
10206,1300,3077.157631,3925.59651,130.9647492,98.46871212,11.86912505,2.918546973,24.97508312
10207,1300,3171.306055,6624.206357,128.56217,139.4277669,13.78746772,2.957223249,19.31413755
10208,1300,3061.79372,8684.822857,147.0312773,421.8763726,16.79007003,4.686100177,12.81220104
10209,1300,6106.773445,1405.541359,154.17559,114.895196,12.31838794,3.168001034,29.22435471
10210,1300,7200.438279,812.4831703,149.0103631,105.2253127,10.354292,2.617864956,27.2376246
10211,1300,7982.562442,9338.350327,194.492226,146.7912249,11.14005699,2.577915631,31.03512084
10214,1301,4561.543436,878.1893944,158.0862823,249.5474584,13.1186418,3.123119377,17.46082832
10215,1301,6418.257216,4493.032866,152.117974,127.6938014,11.50040087,2.722113991,24.86006008
10216,1301,7204.375936,784.220739,130.0771955,86.41830355,11.74701126,2.543098566,25.68406113
10221,1302,2045.867887,7416.426012,108.2954164,89.18482409,11.49785996,2.087198285,18.99685595
10222,1302,4077.662878,2365.899907,130.0372991,185.4248619,14.74457975,5.002337009,19.95495022
10223,1302,4158.600676,7843.87974,209.8255635,309.4707416,11.24334467,3.913107497,24.40651576
10224,1302,4587.5902,842.637428,166.2259075,269.4776876,11.7880005,3.111946541,17.69024466
10225,1302,4184.373602,2321.852009,271.4582333,406.4624657,11.48391689,6.464267466,41.42716842
10226,1302,6567.661567,9918.258597,138.1555404,89.64539144,10.20520147,2.183342746,25.72525201
10227,1302,7215.417246,799.2890356,135.9032816,99.23515048,10.8103736,2.408164475,24.30973871
10230,1303,2045.615857,7383.4075,129.3687201,90.21608672,13.260402,3.262629768,27.46501251
10231,1303,3723.197605,5568.386272,151.5949874,87.29821297,10.87790539,1.914436206,28.28927285
10232,1303,4169.365271,7826.808484,223.7800544,316.4033568,12.39859334,4.245965776,27.68834369
10233,1303,4668.240625,6652.62625,152.0992074,245.7701997,13.65874773,2.79564011,16.27647147
10234,1303,4711.458347,9173.887157,158.0740802,116.5571083,11.30646388,2.533196969,27.14032912
10235,1303,5503.181269,7003.135008,130.7402735,75.65054577,12.95827953,2.661767104,28.8997618
10236,1303,7104.298625,6391.910339,113.1806012,117.0005179,11.94854976,2.283560011,17.27922623
10237,1303,7972.060723,9320.648112,226.0208622,268.0440964,12.48459076,3.370225348,28.1810593
10241,1304,2055.740121,7456.449489,111.2540324,99.52222789,11.50794507,2.418088716,18.94634496
10242,1304,2985.329655,5816.2263,109.1554769,76.28804741,10.8737127,2.468245434,22.05056792
10243,1304,3484.868679,7145.606335,136.886112,81.06777632,12.75235201,2.981891693,30.90233247
10244,1304,3882.714243,9244.849946,128.2687356,245.6431501,12.36261605,2.910660832,13.41472678
10245,1304,5468.90052,7018.725386,172.0534329,106.4730172,10.46919493,2.078728333,30.06678993
10246,1304,8122.808503,10077.80225,124.8538668,130.5789838,10.64680488,2.519906168,18.54565765
10251,1305,2067.734415,7462.841943,161.8370494,125.4655177,10.14926562,2.253372636,25.52925321
10252,1305,3453.866397,7132.173512,111.9511769,291.9073533,13.93521105,4.087386854,11.10917797
10253,1305,5947.072564,1400.341369,114.8167532,71.96821733,9.984099185,1.963687814,22.86961543
10254,1305,8137.064812,10093.00882,131.6004312,159.8534063,11.34318167,2.823484387,17.94139868
10256,1306,4237.455748,6866.698058,109.9282645,84.92332582,11.84044653,2.714208925,21.35779782
10257,1306,4556.01618,5202.863092,117.056915,89.61250673,10.88318393,2.17971592,20.94457434
10258,1306,7605.643762,6066.274233,119.3608988,247.767551,13.44872354,4.160382973,13.40891839
10259,1306,8237.61209,8512.88324,129.1811182,90.81859194,11.08100109,2.230575772,23.5777301
10261,1307,2542.695535,6664.866939,169.3941714,139.1633325,11.19122007,3.081959865,28.70840972
10262,1307,3989.458182,7517.086939,101.5922437,79.19134868,12.20326423,2.375071825,19.53627302
10263,1307,4291.536772,6844.575433,139.4831975,88.90028251,11.22492324,1.993486204,25.46659063
10264,1307,5264.125091,6255.134018,138.0508399,89.60464549,10.89390497,2.19503307,25.7521021
10265,1307,7246.946976,1785.444551,146.7973283,124.9379515,12.96197867,3.311191066,26.12011574
10268,1308,4243.492213,6784.726549,122.3689644,79.66126018,12.44777004,1.931430143,23.06794944
10269,1308,5213.16151,6133.081501,133.8381022,227.2132487,11.93217836,2.63410849,14.47060786
10270,1308,6942.75598,3315.815677,143.6805619,310.267674,12.24694458,3.750490289,14.18042177
10271,1308,7113.059896,6432.61315,111.9358906,141.4758458,12.61972745,2.711376967,15.77392551
10272,1308,8180.314045,1588.708877,166.7348919,301.9448298,12.65823874,3.11119023,16.48531091
10276,1309,3473.192019,5086.511481,136.1567963,399.3405421,12.12194985,2.990370239,10.82166999
10277,1309,3478.157954,7121.116822,98.75117187,75.6880395,13.11470085,2.892432789,20.54787832
10278,1309,3974.921495,1945.43849,141.7050236,185.6542666,12.26882863,3.327082055,18.8399379
10279,1309,4048.031387,987.0894034,108.9726575,76.3585421,10.75859927,1.570704734,19.93868951
10280,1309,4299.766037,6957.551382,211.5216087,168.5101382,12.28464427,3.738012408,38.86813125
10281,1309,4508.805716,9110.859295,237.549351,284.4755438,10.8445993,3.802349088,31.0279725
10282,1309,5465.192518,5860.184426,112.6442835,128.8322955,11.82498351,2.587821468,16.65278973
10284,1309,7204.995939,4602.277701,175.6629159,130.5042809,11.26393216,2.517707699,28.93378925
10286,1310,2764.202385,9094.14328,166.2220286,80.3625065,11.54927897,2.926928276,41.33242336
10287,1310,3670.802464,3985.147654,133.7972877,131.7532058,11.56739222,2.734323864,20.57781793
10289,1310,4343.243225,8974.231914,273.0647551,284.5908291,11.76353643,3.803095272,38.81058219
10291,1311,3665.059665,4005.429127,139.6456804,282.1919307,11.10802965,2.949831976,13.65891483
10292,1311,3939.925126,7498.796441,186.4104496,110.0707462,10.52622292,2.221038765,33.66662633
10293,1311,6637.09921,7956.72254,119.4361525,84.03593588,12.12419979,2.559707781,23.45706656
10294,1311,8002.216131,6056.247181,129.8907115,89.52284464,11.36652531,2.61098762,25.26789328
10295,1311,8163.779721,9247.726465,86.05420897,60.55534153,11.03156864,2.492898432,19.2626969
10296,1312,2011.818575,7459.562882,149.8277395,95.08431546,11.12433888,3.211253197,32.54076127
10297,1312,2277.839378,9322.776203,179.1534119,96.56315155,10.52752552,2.252369977,35.17249538
10298,1312,2592.995921,1187.841021,131.9646802,116.2414678,10.030972,1.735725034,19.60528006
10299,1312,2650.039279,2363.371757,114.6514944,84.31187219,11.36322572,1.763273501,20.280941
10300,1312,2845.237092,5298.080936,124.8590072,66.01271875,11.40551909,2.598152279,29.56791377
10301,1312,4724.190369,9215.673198,145.9994397,74.50963897,10.46820062,2.009815013,30.41960755
10303,1313,2186.393803,1542.586287,116.8091376,71.54582896,11.10637133,2.363610267,24.71254524
10304,1313,4875.004639,4859.445103,120.6821999,90.88111424,11.56747037,2.620580345,22.7405796
10310,1315,2402.919045,6689.23296,254.3588889,361.5993132,9.90809492,6.20373536,39.66532199
10311,1315,3969.872346,2224.423021,159.8468697,174.8733218,11.11911605,2.360594102,20.52350385
10312,1315,4025.923911,6958.096369,106.8454593,66.9495669,13.806669,2.751946786,24.27082168
10313,1315,4361.232673,5213.296597,127.5124168,129.6830301,11.77146873,2.532899661,19.13678999
10314,1315,6747.723278,2866.904206,123.2224588,345.2430145,13.80170338,4.100559754,11.22804168
10318,1316,7944.991368,4895.384317,109.0032632,88.49111201,12.13937827,2.730790162,20.60670634
10321,1317,2841.392158,9204.278065,110.7304207,141.681111,12.95458334,3.789706688,17.13876105
10322,1317,6407.789666,4499.167024,124.8821547,85.45489901,10.89007845,2.339496747,23.85229517
10323,1317,7321.088099,1453.361163,261.948446,298.1474544,10.6543254,3.223960312,31.74783699
10328,1318,2211.616549,1483.546632,190.7482746,210.1825415,10.50223098,3.768013287,27.82231041
10329,1318,3169.019219,3053.233516,130.8434691,120.3395725,11.69997424,2.016257228,19.57120713
10330,1318,4442.275856,8742.697229,241.7509669,235.8953224,12.09490636,3.471148057,35.08020334
10331,1318,5546.572258,2348.375623,143.674826,150.2232158,11.22077807,2.242220917,19.55051375
10332,1318,7320.538625,8319.332764,141.153323,81.81598604,10.84821334,2.127121212,27.86682097
10333,1318,8191.13407,5546.061868,125.6367147,65.82965242,11.71287595,2.410078562,28.97970166
10336,1319,2851.076694,9153.479518,131.490602,269.6180083,14.64672469,4.234066388,14.44100403
10337,1319,3169.332202,3126.642239,149.876848,141.8993351,11.26843898,2.769811022,22.81196602
10338,1319,3776.678001,6932.215736,209.6419923,147.2248956,11.32610951,2.631457305,34.89057523
10339,1319,4600.806291,1954.257018,127.6529955,163.9783496,11.51141198,3.075125157,17.41951498
10340,1319,5732.355908,4740.668507,121.9767374,71.23995095,11.08791126,2.015060933,24.93023891
10341,1319,6032.868007,6219.26694,116.7640345,91.05008001,11.26423896,2.18137619,20.67984949
10345,1320,3089.263229,8721.161876,163.1328771,226.1904764,15.08306662,4.318233133,22.31936288
10346,1320,3425.010814,7195.467826,134.9798628,297.2053645,14.26649027,3.941132375,13.67810126
10347,1320,4639.753487,781.4975155,126.1497256,202.9599927,12.47882467,2.641173409,14.47173949
10348,1320,4647.012217,1890.823955,157.3236565,162.6644678,12.33822225,3.737598494,25.19831085
10349,1320,5672.523856,8039.687167,177.8352665,136.4427056,9.4933039,1.783794827,25.4368246
10352,1321,3055.494574,9586.134164,181.9269346,224.6811746,12.51368081,3.336527152,23.26527291
10353,1321,3800.040262,6972.436817,151.857482,115.3048662,14.03573886,3.411043158,29.58715358
10354,1321,4037.6697,9443.336122,147.7728751,266.4769515,11.86443992,3.602121308,16.04493141
10355,1321,4616.889301,1949.029447,133.2615681,118.1813933,10.65230038,2.331856948,20.95523041
10356,1321,5022.804757,4758.986755,144.1144514,221.0283337,11.98483487,3.143131525,16.82910725
10357,1321,5486.905637,5978.373167,125.5470771,133.8278238,11.98500827,2.478132429,18.3066172
10358,1321,6371.378575,4512.400418,141.4448309,96.96527886,11.92384027,2.891207454,28.00031429
10362,1322,2188.860384,1528.496695,168.7309337,361.3648389,11.72780513,4.387796581,16.75695867
10363,1322,3539.550935,8016.208078,143.8450579,331.544028,14.37617583,3.811915873,13.66805497
10364,1322,3846.645803,7019.297273,198.5846967,183.7220131,13.09632272,2.707971002,27.79592838
10366,1322,5039.209062,4727.918727,132.0675644,113.3471476,11.05233648,2.151906458,20.83818527
10367,1322,7603.034163,6041.721819,139.9591916,156.8838082,13.57136969,3.651534229,21.61940832
10370,1323,4129.68843,7908.31623,250.7762739,300.7941932,10.45531109,3.926488516,32.96777227
10371,1323,4712.13137,6617.848425,125.7462502,183.0149824,12.33312861,2.733317006,15.46618382
10372,1323,5037.401887,4773.713918,131.310795,190.1389299,13.23610122,4.045969144,18.02079129
10373,1323,6446.595709,5276.107934,120.8210899,122.8588524,11.00952476,2.311139531,18.13915072
10376,1324,2170.337901,1550.567716,160.2038732,136.3068688,11.07402428,2.441788336,24.4899538
10377,1324,3353.118303,7165.63329,146.4882068,116.868742,10.29587127,1.896238867,22.46102371
10378,1324,5495.007965,5859.856683,118.5574744,205.6401509,11.08136485,2.041758537,12.89180448
10379,1324,7623.094289,6056.764874,131.366571,277.9661312,11.7883467,2.885912229,12.78114219
10382,1325,4607.110822,1947.39373,150.5985774,128.8369573,10.2055656,2.670410026,24.19875148
10383,1325,6193.008932,8241.76751,145.964918,357.0269241,14.04549172,3.66245884,13.12335441
10388,1326,5817.51787,8050.021977,279.5663903,271.2828865,9.964698118,4.810770128,49.69902762
10389,1326,5851.900846,8082.809257,255.5387249,192.3827574,11.87613809,4.820349688,57.6029786
10390,1326,7583.159308,6045.715119,140.8402102,93.65240759,11.64440156,2.929781102,28.71286432
10396,1327,2180.063902,1531.175599,142.2469037,85.74467364,9.919653528,2.308132858,28.07315561
10397,1327,3037.484656,8766.51266,228.0616933,288.7176184,10.97142139,3.702740935,28.36394718
10398,1327,4016.686577,9459.917213,119.3450274,134.7345705,11.50517155,3.178971043,18.38844323
10399,1327,5695.459782,7867.196261,275.9407587,213.3363618,10.39667515,3.777595036,50.08522288
10403,1328,2949.903021,3917.811237,193.722688,132.8783839,10.19884676,1.914673149,29.46165328
10404,1328,4023.659804,4883.916047,130.7226999,364.7308467,12.11339607,3.506228956,11.22705975
10405,1328,4002.483738,9463.175141,131.1360574,230.9973616,12.52848571,2.804467538,14.17459472
10406,1328,4584.89848,1947.699639,106.2964883,142.0068916,11.00785871,2.388791982,14.47829984
10407,1328,6216.945142,1812.039941,126.6289795,76.56155164,11.20405717,1.876500142,24.4617723
10408,1328,7828.053693,7687.980449,151.7414756,121.9394697,11.23337648,2.128039129,23.53020477
10409,1328,8159.842363,612.1324481,173.305693,298.7534627,11.99892838,3.268953963,17.72687574
10411,1329,2667.120242,4161.963926,158.1558339,179.832192,11.65478331,3.375572681,22.50486957
10412,1329,4037.394476,4883.959745,107.8743743,190.8564907,11.99653135,3.256465417,13.10820841
10413,1329,4009.597782,8461.300876,146.8595639,369.1167912,12.69549737,3.958841998,13.23525888
10414,1329,4676.431326,1881.725121,170.4771721,135.7415138,10.78858513,2.190899783,25.68919017
10415,1329,6671.266967,5671.32626,110.2385513,137.3182906,11.32647019,2.252682707,15.21686147
10419,1330,1838.652384,8249.110668,223.2401946,195.4221936,10.58310809,2.552477459,30.60924667
10420,1330,3065.298647,6512.270857,133.4116497,97.27830236,10.57534761,1.959330699,22.67231435
10421,1330,3380.185934,7315.512113,123.7728506,76.3676398,10.34774634,1.765323116,23.5003288
10422,1330,4012.518327,4878.306213,129.351664,373.3949819,12.06883954,3.757257288,11.0978452
10423,1330,7353.338629,7479.035875,190.4124912,158.4119838,11.38948401,2.671495372,28.9527647
10425,1331,3547.99624,6162.584589,126.0408606,173.2921581,13.75720598,4.221524513,18.51200825
10426,1331,3906.125964,1423.821976,152.865666,97.50035663,10.58449786,2.866839703,31.05967836
10427,1331,4033.267797,4898.838907,125.007555,367.8544605,13.16525205,4.348682781,11.14749485
10429,1331,5622.459827,5381.459364,120.8577926,162.575753,12.55539336,2.778297353,15.93683694
10430,1331,7376.412009,7495.145098,116.1326965,121.6054546,14.23798261,3.517930926,19.71806993
10431,1331,7855.367988,7976.179953,278.1240997,280.398002,11.27645771,3.788117893,40.39165236
10435,1332,3918.337665,9407.416687,140.4770076,194.6464043,11.44169008,2.665826827,16.8948983
10436,1332,4951.873845,7804.821079,96.99856864,96.52644392,13.36185467,2.566455441,16.68786638
10437,1332,6157.72799,8206.979749,139.3670493,84.66366066,12.58267835,3.060726143,31.11405949
10438,1332,7096.125154,4464.816014,122.7577975,112.7610657,13.36629981,2.335316043,19.54034627
10439,1332,7742.677219,5447.751727,136.4364848,218.1189022,12.44318833,2.78606172,15.36130144
10440,1332,7933.695608,8068.440203,180.7185458,310.3673094,12.29634747,3.245360965,18.21601621
10442,1333,2673.320285,9028.404194,168.4292977,98.09793809,10.79868812,2.104224875,31.04258489
10443,1333,5929.928058,1370.889882,82.26539056,60.02810838,11.79448924,1.869991269,17.45437196
10444,1333,6660.91306,5637.65665,113.5493726,184.1343032,12.77089932,3.217033344,14.19320878
10445,1333,7043.96513,3550.145701,139.6084883,327.5041213,13.17548456,4.191381322,13.66098926
10446,1333,7089.970989,4466.664008,124.2705763,117.2465113,12.99940946,2.93948848,20.70737374
10447,1333,7119.385502,6395.880563,129.3228162,129.84161,11.77031038,2.7215629,19.86674374
10452,1334,3921.440651,6901.716772,135.0565029,77.4874377,12.97881242,2.95309895,31.18870964
10453,1334,4937.918587,7851.15962,116.4508791,91.92330452,10.96864325,2.547290688,21.37498783
10454,1334,6643.47724,5617.250081,144.1830141,139.861139,10.45442271,2.51083028,21.1960024
10455,1334,7098.322026,4448.863074,132.9594296,263.2765089,13.24097467,2.809016701,13.31630005
10459,1335,3032.179085,9643.672657,205.484921,234.6071159,10.36667102,2.752800594,24.69882397
10460,1335,6483.230147,5243.317485,98.1720219,57.88881277,11.2915036,1.724846733,21.23170181
10463,1335,7602.371443,6036.848744,124.1937236,142.0058711,11.70164147,2.695901789,17.78852328
10464,1335,7846.237306,7660.974634,226.8649303,338.6835188,11.69673697,4.258670658,26.85897183
10465,1335,7920.556892,10189.34746,167.9085334,250.8716014,11.77402675,3.823571833,20.36016948
10469,1336,3106.01293,5149.0371,126.7893369,187.6594037,11.45033165,2.500957088,15.09158806
10470,1336,3057.784985,9631.512526,187.2860857,188.6672703,11.5231637,3.36992136,27.72181325
10471,1336,3393.739636,7303.915526,101.7442192,93.8300176,12.16474684,2.319197643,17.54027893
10472,1336,5027.781866,4779.373426,129.3138289,166.0453015,10.5923954,2.538276778,16.68576571
10473,1336,5679.75937,9387.086583,91.50047817,54.01066095,11.19926638,2.715610347,22.87994108
10474,1336,6538.745614,1301.057353,114.0827686,77.56136049,12.71703649,3.654076144,27.05933408
10475,1336,7253.321375,1505.334048,265.0635187,205.6589489,11.35760337,2.78035537,39.74122589
10476,1336,8227.109736,10343.54728,91.27157916,63.71732847,12.01166976,2.931733483,20.95712416
10481,1337,3058.272819,1626.974945,127.2355409,81.15430178,11.48741894,2.777486656,26.95612973
10482,1337,4042.358224,2345.541672,137.8926801,176.1431436,13.08136198,2.508307045,17.32009088
10483,1337,4431.843031,5716.678072,139.9949982,241.1116844,13.22083782,2.851323097,14.97172141
10484,1337,5235.674106,7554.777859,121.2053578,131.6950801,14.05904916,3.596205321,19.93223656
10485,1337,6133.471724,1425.640538,188.8692012,143.5781915,11.04065327,3.024223629,32.64948917
10490,1338,2309.49083,5776.851217,121.4101113,82.98780989,11.64569536,2.342333874,23.47097421
10491,1338,2607.686497,4186.914373,113.7621322,124.9961034,10.40492414,2.666586806,17.29099759
10492,1338,4403.528552,9134.905657,176.191583,194.6614034,12.11039115,2.895336805,23.22094608
10493,1338,4585.212512,8407.767999,102.1267171,93.24563428,12.17806175,3.068120609,19.03179556
10494,1338,7585.470607,6067.194029,130.5023948,103.3850058,10.80215051,2.192591248,21.8672767
10495,1338,7776.326994,9652.489831,170.2819107,228.651144,11.68901786,3.058777134,20.26500473
10500,1339,4574.501817,8408.228826,112.8434472,124.5204709,11.13946118,2.609112832,17.07467104
10501,1339,6816.463439,3829.576166,135.3504647,71.37273738,12.10372617,2.9289164,33.13774734
10502,1339,7409.413478,7451.261948,109.5054471,98.82464181,12.79028847,2.662778587,19.15094007
10508,1340,1454.380167,8694.647879,131.3938495,113.8864523,10.63255568,2.022284851,20.35148826
10509,1340,2428.905074,3128.334191,179.9152673,163.1105055,11.42256481,2.478355669,25.4453603
10510,1340,2889.477975,9057.418784,191.3114445,142.4464659,11.19870132,2.668207219,31.46868029
10511,1340,4329.933873,8305.133026,117.5485342,344.047705,12.47215384,2.786963382,9.941049035
10512,1340,4586.967144,1941.0167,133.7483375,142.5835263,12.42191289,2.636231028,19.3203946
10513,1340,4864.444779,4856.508114,129.2051915,110.4178954,13.29693653,3.115801623,23.22843497
10514,1340,4886.24559,7373.10526,120.9337526,154.6519403,12.08028154,2.687949356,16.32061125
10515,1340,5603.564747,5366.161579,125.0507884,93.42421593,11.60726364,1.968074421,21.54394976
10516,1340,6237.478261,1832.802069,139.3348968,283.6591276,12.57037482,3.000262588,13.6309008
10517,1340,6836.258976,3675.572889,139.6278695,206.1655512,13.03902856,3.016186047,16.71360498
10518,1340,7410.79996,7473.344223,134.601645,144.6496846,12.85218095,3.023530169,20.1506568
10519,1340,7795.277161,9658.789695,157.2884217,178.3130648,13.59108559,2.982879098,21.39153045
10522,1341,2626.257101,3452.020977,251.6677961,279.8745064,11.25355222,4.000836032,35.56719323
10523,1341,4560.110961,1961.675739,122.2669874,119.3323894,12.05959408,3.08739406,20.37854187
10524,1341,6081.307252,1485.946303,222.0061059,227.4875471,10.58512537,4.531056198,37.26667051
10525,1341,6902.731175,3827.655549,130.6121181,74.48882718,10.99454602,2.014741496,26.37618799
10526,1341,7397.703341,7499.144683,134.8009287,166.9633844,13.77648116,2.84508503,18.01591952
10531,1342,2307.874371,6178.446086,138.7688855,135.1347793,11.71562197,2.511211411,20.65204717
10532,1342,4070.928077,2369.9401,152.2355773,250.8664026,13.19794452,3.833424985,17.7875224
10533,1342,4176.1026,1534.40344,132.807883,217.123631,13.99044968,4.018615868,16.64088769
10534,1342,6447.55198,5304.533228,121.9053172,126.122673,11.58049368,2.77126352,18.90110511
10535,1342,6945.424747,6090.265745,137.7767193,157.2561004,11.72353429,2.474127308,18.50815646
10536,1342,7384.338074,7494.533658,151.7402359,95.66601894,11.83289082,2.69206966,30.26249445
10543,1343,4307.309796,9284.291836,252.7154826,203.7926231,9.822449526,3.699913965,44.23925157
10544,1343,4703.241994,2084.55332,144.7459611,88.69260461,11.51297827,2.237778591,27.76400892
10551,1344,2702.468018,3666.614511,134.1477647,89.46971039,11.41506792,2.983233923,27.92114129
10553,1344,4685.226965,2038.359084,96.05784322,72.00311594,13.59741989,2.867945247,20.45810441
10554,1344,6975.675074,1844.531911,159.9086126,202.3554116,14.26579483,3.622889753,21.65726241
10555,1344,7250.307804,783.4366683,121.7041341,144.732204,12.24525689,2.527537568,16.88513876
10556,1344,7370.4255,7517.25786,146.7428181,110.1837998,11.38074409,2.361329949,24.8857856
10559,1345,3894.265676,8227.679786,104.433466,76.62336836,11.85496467,2.878074457,21.84654776
10560,1345,4041.720275,4916.949523,130.9259299,229.0981738,12.17971724,2.431541122,13.83659853
10561,1345,4897.849334,7388.159927,151.7259503,234.4753349,11.28913921,2.705621252,16.57508727
10562,1345,6736.809014,3060.355901,122.9531491,299.2190603,12.92074543,3.464805916,11.75840306
10563,1345,6976.325466,1847.457326,107.2682037,116.6380788,12.81287083,2.879632688,17.1703243
10568,1346,4301.03516,2322.914738,116.8724464,67.82439328,10.67623074,2.306483581,25.41769565
10569,1346,5687.871139,9438.455756,129.5843525,78.59820325,10.49266053,2.148514049,25.71545835
10570,1346,7561.765623,8688.220591,122.8052354,137.2496549,11.30753452,2.045661709,16.87924538
10572,1347,2432.993893,3062.251945,113.5888667,104.8044519,10.91119591,2.500650877,18.96361701
10573,1347,2807.17526,8049.576521,142.45226,109.5979825,12.11523031,2.727096294,25.29985611
10574,1347,4277.251242,6090.942933,137.1749882,264.7946587,14.51054789,4.143857516,15.33992217
10575,1347,7414.444434,7514.036207,163.9721959,156.5299395,11.15568341,1.989481567,21.72126411
10576,1347,7567.558973,8645.299472,128.4049502,321.4508864,11.71006415,2.986169232,11.50009275
10577,1347,7960.623315,4819.248094,166.5332904,217.4431119,10.88782578,2.869404246,19.90949494
10581,1348,2758.84625,7046.311937,165.8582992,204.4718761,12.02682312,3.375803424,21.95476879
10582,1348,4387.535091,9193.111329,162.7777173,156.4651827,10.9179122,2.244120814,22.22861951
10583,1348,4564.002421,1902.675867,135.8674186,83.54442792,10.94321385,2.511665775,27.74585747
10584,1348,6689.487367,5683.29124,105.2207699,126.7139806,13.109928,4.170046696,17.94186549
10585,1348,7221.39521,5221.632774,116.1224924,104.8807194,14.21565338,4.686367652,25.1771008
10586,1348,7559.799025,8693.301038,113.9696767,135.8920455,12.72697059,2.387932778,16.06277247
10590,1349,2308.722745,8184.179935,136.1770834,220.1161801,10.58805693,2.184087231,14.54048837
10591,1349,3295.861117,1994.642917,184.4806399,219.1418431,9.746267992,2.185775007,20.81981364
10592,1349,3868.964505,6950.07063,150.5021037,156.608571,12.16464257,2.762349561,21.43827038
10593,1349,4571.250884,1982.085816,146.1854452,132.7723872,11.07996041,2.346621867,21.86380464
10594,1349,4590.589128,8891.674629,100.4192578,131.1573989,12.96102584,3.94588937,16.13674236
10595,1349,6659.804392,5636.659248,128.144934,132.8431816,11.61748657,2.144914513,18.22910601
10596,1349,7391.566162,7476.153303,107.0194875,145.6909074,12.33342617,2.952401199,14.9917995
10599,1350,3283.098211,1993.917646,129.735414,217.8274955,10.41963462,2.841628483,14.5486115
10600,1350,4603.647603,1947.98614,140.6019037,92.06903225,10.47943944,2.454999972,26.93334314
10601,1350,4602.669149,8908.1026,133.4941706,494.0949975,13.92744687,5.665489876,10.83719163
10602,1350,5814.00075,8045.916409,111.7471912,127.3809206,11.27152895,2.79536309,16.92740344
10603,1350,6767.636709,3026.316375,106.6111482,104.1713277,12.35996692,2.677837279,17.95836028
10606,1351,2413.523943,3114.227108,140.4742307,86.56316176,9.602864627,2.543887971,28.47314962
10607,1351,3307.118247,1994.441391,145.3636737,195.7615045,10.28887132,3.027179306,18.20985684
10608,1351,4534.38843,1938.337804,140.2943311,143.1641461,12.70391511,2.551091766,20.26403738
10609,1351,4587.281312,8998.441967,139.0516864,95.98651861,12.07611256,3.410376208,29.8065543
10610,1351,5807.689677,8076.166046,142.7837542,74.29834322,10.69643563,2.168546844,30.4157472
10614,1352,2661.392057,838.9516923,113.7574771,321.0080344,12.15402653,2.952269105,10.05870002
10615,1352,3304.360758,1980.040289,116.7707511,273.5415445,10.82242256,2.547147374,11.10500984
10616,1352,5557.132551,9733.187236,133.629803,199.3606056,11.21676928,3.303786861,16.60768301
10617,1352,8234.777383,7621.359457,115.968481,190.6930803,11.42061157,2.427879237,13.45441979
10619,1353,2905.511049,9960.743226,144.2443133,151.5942916,11.34226172,2.142483244,19.32525482
10620,1353,4753.973224,2100.435599,105.4823153,91.88646054,11.6622201,2.259086147,18.40820139
10621,1353,5548.180693,9699.654327,131.3233745,69.93208018,10.35488801,1.89705911,27.17706471
10622,1353,7278.067839,790.5886074,136.7990232,262.7252647,11.92577234,2.870238037,13.84255466
10627,1354,2803.947454,2665.015238,141.9244935,243.8309476,11.83797766,2.830625259,15.08798026
10629,1354,4720.045182,2050.140375,96.22995512,82.46902442,11.29967179,2.752511608,18.55327508
10630,1354,5197.71064,1087.696047,143.746158,152.7237575,11.54163593,2.785474298,20.59115284
10631,1354,5559.513625,9701.958993,116.4499636,212.4451446,11.59469008,2.679279465,12.90032103
10632,1354,7255.212297,792.6820713,157.6614801,249.4924732,11.11553515,2.679227243,16.66629465
10633,1354,8150.502779,8071.677357,148.2184105,136.8297283,11.50132239,2.599886193,22.53362422
10639,1355,3277.06281,1967.104203,152.2634343,111.5097734,10.39611805,2.476573562,26.36750004
10640,1355,4573.031356,8896.336383,136.54591,122.514928,12.80318888,3.397826954,24.17201646
10641,1355,5562.761658,9738.440852,131.4465308,95.45550662,10.57853624,2.16852617,23.14356177
10642,1355,6208.46995,1821.561375,147.2687386,306.7978613,13.10344634,3.659790327,14.630443
10643,1355,7098.738092,6710.595584,268.3848702,233.8384458,11.27056017,2.918241289,37.66301334
10644,1355,7490.51268,1797.696864,226.4047342,244.1341044,10.72114999,2.877762323,28.05505867
10649,1356,3429.242234,9227.953643,133.6026932,77.55829619,11.31219616,2.176895846,27.09647353
10650,1356,3588.908391,2446.746545,114.1947353,76.91635397,11.23931778,1.583768439,20.91889034
10651,1356,4560.478114,8964.937093,172.3207736,186.8923012,11.49923629,3.832773814,26.32988998
10652,1356,5096.605289,4725.868639,87.82264535,53.96111391,11.6209031,1.939253788,20.02070265
10653,1356,6139.965125,2393.181594,167.9901163,91.84944638,10.57782436,2.447341655,34.53729385
10654,1357,2791.194098,2677.253647,106.4302649,80.58780906,12.42696613,2.245266837,20.13388584
